sent1,sent2,score
"['boy', 'playing', 'instrument']","['hombre', 'tocando', 'trompeta']",2.5
"['woman', 'play', 'guitar']","['hombre', 'canta', 'toca', 'guitarra']",1.75
"['woman', 'picking']","['mujer', 'cortando', 'tomate']",1.0
"['man', 'climbing', 'rope']","['hombre', 'sube', 'cuerda']",5.0
"['man', 'lifting', 'car']","['hombre', 'escalando', 'pared']",1.4
"['man', 'woman', 'driving', 'street', 'jeep']","['hombre', 'mujer', 'conduciendo', 'carretera', 'vehículo', 'aire', 'libre']",4.0
"['shirtless', 'man', 'sat', 'chair']","['hombre', 'camisa', 'sentado', 'silla']",3.8
"['two', 'woman', 'wrestling']","['do', 'mujeres', 'luchando', 'suelo']",4.0
"['puppy', 'played', 'blue', 'tennis', 'ball']","['cachorro', 'jugando', 'pelota', 'tenis']",4.0
"['kangroo', 'eating', 'something']","['canguro', 'comiendo']",4.8
"['cat', 'playing', 'piano']","['hombre', 'tocando', 'guitarra']",0.6
"['man', 'cut', 'carpet', 'knife']","['hombre', 'cortando', 'alfombra', 'cuchillo']",4.75
"['woman', 'riding', 'motorized', 'scooter', 'road']","['hombre', 'conduciendo', 'scooter']",2.2
"['someone', 'slicing', 'vegetable']","['alguien', 'cortando', 'tomate']",3.0
"['woman', 'dancing']","['hombre', 'hablando']",0.0
"['dog', 'lick', 'baby', 'drool']","['perro', 'lame', 'bebé']",2.2
"['man', 'rowing', 'boat']","['hombre', 'cortando', 'tomate']",0.4
"['man', 'cut', 'potato']","['hombre', 'corta', 'patatas']",4.8
"['woman', 'chopping', 'garlic']","['mujer', 'cortando', 'ajo', 'cubitos']",4.8
"['animal', 'run', 'circle']","['ardilla', 'corre', 'círculos']",3.8
"['man', 'walking', 'slowly', 'across', 'rope', 'bridge']","['chico', 'caminando', 'puente']",3.0
"['man', 'playing', 'guitar']","['hombre', 'sentado', 'habitación', 'tocando', 'guitarra']",4.0
"['man', 'play', 'flute']","['hombre', 'tocando', 'flauta']",5.0
"['woman', 'crack', 'two', 'egg', 'glass', 'bowl']","['mujer', 'rompiendo', 'huevo', 'tazón']",3.8
"['man', 'cutting', 'fish']","['hombre', 'destripa', 'pez']",3.0
"['two', 'men', 'packing', 'suitcase', 'trunk', 'car']","['hombre', 'poniendo', 'maletas', 'maletero', 'coche']",4.4
"['man', 'pours', 'oil', 'tomato']","['hombre', 'vertió', 'aceite', 'tomates', 'cortados']",3.8
"['man', 'slicing', 'something']","['hombre', 'cortando', 'bollo']",3.0
"['man', 'paddling', 'canoe']","['hombre', 'tocando', 'arpa']",0.667
"['man', 'woman', 'walking', 'together', 'wood']","['hombre', 'mujer', 'caminando', 'brazo', 'brazo', 'zona', 'boscosa']",4.0
"['woman', 'picked', 'kangaroo']","['mujer', 'recoge', 'bebé', 'canguro']",3.75
"['fish', 'swimming']","['pez', 'nadando']",4.133
"['two', 'woman', 'mix', 'something', 'food', 'processor']","['do', 'mujeres', 'hacen', 'licuadora']",4.0
"['person', 'surfing', 'large', 'wave']","['persona', 'surfeando']",3.6
"['man', 'playing', 'guitar']","['hombre', 'apuñalando', 'objetivo']",1.2
"['man', 'playing', 'flute', 'band']","['hombre', 'tocando', 'guitarra']",1.6
"['man', 'spread', 'butter', 'loaf', 'bread']","['hombre', 'untando', 'mantequilla', 'pan']",4.0
"['person', 'boiling', 'noodle']","['mujer', 'hirviendo', 'fideos', 'agua']",4.0
"['group', 'people', 'dance', 'hill']","['grupo', 'gente', 'bailando']",3.2
"['man', 'dancing', 'outside']","['hombre', 'tocando', 'flauta']",1.0
"['woman', 'feeding', 'man']","['mujer', 'mezclando', 'carne']",1.0
"['man', 'putting', 'pan', 'oven']","['mujer', 'cortando', 'cebolla']",0.6
"['woman', 'sitting', 'desk']","['mujer', 'montando', 'burro']",0.4
"['medic', 'transport', 'patient', 'stretcher']","['médico', 'lleva', 'paciente', 'camilla']",3.4
"['woman', 'playing', 'flute', 'stage']","['mujer', 'tocando', 'flauta']",3.6
"['two', 'baby', 'panda', 'playing']","['do', 'panda', 'acostados', 'junto']",3.0
"['baby', 'laughing']","['bebé', 'riendo', 'riéndose']",4.0
"['man', 'playing', 'guitar']","['niño', 'tocando', 'piano']",1.2
"['man', 'folding', 'paper']","['mujer', 'cortando', 'pimiento']",0.6
"['three', 'woman', 'dancing']","['hombre', 'bailando']",1.6
"['cat', 'playing']","['do', 'gatos', 'peleando']",2.6
"['person', 'writing']","['persona', 'escribiendo', 'lápiz']",3.6
"['man', 'running']","['hombre', 'corriendo', 'carretera']",3.5
"['woman', 'rolling', 'dough']","['mujer', 'floreciendo', 'enrollando', 'masa']",3.765
"['woman', 'adding', 'spice', 'meat']","['mujer', 'añadiendo', 'azúcar', 'carne']",2.75
"['woman', 'adding', 'oil', 'fish']","['mujer', 'echando', 'agua', 'peces']",2.25
"['young', 'boy', 'holding', 'guitar']","['niño', 'pequeño', 'tocando', 'guitarra']",2.75
"['cheetah', 'running']","['guepardo', 'corriendo', 'campo']",3.8
"['man', 'eating', 'pizza']","['hombre', 'comiendo', 'rebanada', 'pizza']",4.8
"['orangutan', 'riding', 'bus']","['mono', 'va', 'autobús']",3.6
"['man', 'woman', 'talk', 'diner']","['hombre', 'mujer', 'van', 'bicicleta']",1.2
"['man', 'playing', 'guitar']","['hombre', 'limpiando', 'puerta', 'cristal']",0.4
"['girl', 'singing', 'playing', 'guitar']","['joven', 'cantando', 'mientras', 'toca', 'guitarra']",2.4
"['girl', 'communicating', 'sign', 'language']","['joven', 'usando', 'lenguaje', 'signos']",3.941
"['woman', 'weight', 'exercise']","['mujer', 'arreglando', 'pelo']",0.5
"['man', 'getting', 'inside', 'car']","['anciano', 'metiendo', 'coche', 'rojo']",3.75
"['big', 'green', 'ball', 'knock', 'potato']","['gran', 'bola', 'verde', 'golpea', 'patata']",4.0
"['cat', 'playing', 'keyboard']","['gato', 'tocando', 'piano']",3.0
"['two', 'dog', 'swim', 'pool']","['perros', 'nadando', 'piscina']",4.2
"['man', 'used', 'chopper', 'chop', 'onion']","['hombre', 'usó', 'máquina', 'cortar', 'patata']",2.0
"['woman', 'slice', 'tofu']","['mujer', 'cortando', 'tofu']",5.0
"['herd', 'deer', 'crossing', 'street']","['manada', 'caribúes', 'cruzando', 'carretera']",3.0
"['person', 'riding', 'horse']","['hombre', 'montando', 'caballo']",3.8
"['someone', 'feeding', 'animal']","['alguien', 'tocando', 'piano']",0.0
"['someone', 'slicing', 'tortilas']","['alguien', 'montando', 'caballo']",0.0
"['someone', 'mixing', 'ingrediants']","['alguien', 'cosiendo', 'cosas']",0.25
"['rooster', 'peck', 'dead', 'mouse']","['gallina', 'picoteando', 'ratón', 'muerto']",4.0
"['woman', 'hold', 'kangaroo']","['mujer', 'recogiendo', 'canguro']",3.25
"['man', 'playing', 'frog']","['gato', 'jugando', 'cámara']",0.75
"['two', 'men', 'talking']","['do', 'hombre', 'tocando', 'guitarra']",1.5
"['man', 'spread', 'butter', 'big', 'piece', 'bread']","['hombre', 'untando', 'mantequilla', 'rebanada', 'pan', 'ajo']",3.5
"['man', 'running', 'across', 'high', 'wire']","['hombre', 'corriendo', 'cuerda']",3.0
"['man', 'mowing', 'lawn']","['mujer', 'cortando', 'limón']",0.2
"['man', 'opening', 'door']","['hombre', 'tocando', 'guitarra']",0.8
"['man', 'slicing', 'potato', 'piece']","['hombre', 'cortando', 'patata']",4.2
"['woman', 'cutting', 'cooked', 'octopus']","['mujer', 'cortando', 'pulpo']",3.8
"['man', 'punching', 'board']","['perro', 'corriendo', 'través', 'agua']",0.4
"['man', 'dancing']","['hombre', 'comiendo', 'pan']",0.8
"['someone', 'playing', 'piano']","['hombre', 'tocando', 'guitarra']",1.2
"['two', 'fox', 'eating', 'plate', 'brick', 'patio']","['zorros', 'comiendo', 'plato']",2.8
"['boy', 'playing', 'keyboard']","['niño', 'tocando', 'piano']",3.2
"['person', 'play', 'keyboard']","['alguien', 'tocando', 'teclado']",5.0
"['man', 'shooting', 'gun']","['hombre', 'escupiendo']",0.0
"['someone', 'slicing', 'onion']","['someoen', 'pelando', 'patata']",1.0
"['man', 'swimming']","['mujer', 'cortando', 'carne']",0.0
"['man', 'playing', 'guitar']","['hombre', 'toca', 'guitarra', 'acústica']",3.75
"['woman', 'slicing', 'pumpkin']","['mujer', 'montando', 'elefante']",0.4
"['woman', 'dancing']","['mujer', 'amasando', 'masa']",0.4
"['woman', 'cracking', 'egg', 'bowl']","['mujer', 'colocando', 'pinchos', 'estante']",0.6
"['car', 'moving', 'road']","['coche', 'conduciendo', 'carretera']",4.0
"['someone', 'greasing', 'pan']","['smeone', 'acostando']",0.4
"['man', 'playing', 'guitar']","['hombre', 'escurriendo', 'pasta']",0.4
"['woman', 'drinking', 'vodka']","['mujer', 'haciendo', 'ejercicio']",0.4
"['woman', 'cutting', 'meat', 'piece']","['mujer', 'cortando', 'carne']",4.8
"['man', 'rinsing', 'steak']","['hombre', 'tocando', 'guitarra']",0.6
"['man', 'selling', 'item']","['hombre', 'limpiando', 'casa']",0.8
"['man', 'jumping', 'wall']","['hombre', 'salta', 'pared', 'corta']",3.2
"['runner', 'race', 'around', 'track']","['corredores', 'compiten', 'carrera']",3.2
"['man', 'kicking', 'soccer', 'ball']","['hombre', 'mezclando', 'tazón']",0.6
"['woman', 'frying', 'something']","['mujer', 'montando', 'caballo']",0.6
"['cat', 'licking', 'sucker']","['mujer', 'cortando', 'pepino']",0.0
"['woman', 'dancing', 'fire']","['mujer', 'tomando', 'baño']",1.4
"['man', 'slicing', 'fish', 'open']","['hombre', 'cortando', 'patata']",2.2
"['butter', 'melting', 'pan']","['hombre', 'derritiendo', 'mantequilla', 'sartén']",3.6
"['three', 'boy', 'dancing']","['niños', 'bailando']",3.111
"['woman', 'playing', 'game', 'man']","['hombre', 'tocando', 'piano']",0.6
"['man', 'driving', 'white', 'car']","['hombre', 'dando', 'entrevista']",0.4
"['man', 'drove', 'car']","['hombre', 'conduciendo', 'coche']",4.25
"['car', 'back', 'space']","['coche', 'saliendo', 'carril', 'bloqueado']",3.0
"['man', 'put', 'cheese', 'pizza']","['hombre', 'espolvoreó', 'queso', 'pizza']",5.0
"['boy', 'playing', 'piano']","['chico', 'toca', 'piano']",5.0
"['man', 'played', 'guitar']","['hombre', 'tocando', 'guitarra']",3.75
"['man', 'riding', 'horse']","['hombre', 'tocando', 'teclado']",0.2
"['man', 'walking', 'rope']","['hombre', 'montando', 'alfombrilla']",0.4
"['girl', 'playing', 'flute']","['banda', 'tocando', 'escenario']",1.286
"['people', 'step', 'train']","['grupo', 'persona', 'baja', 'tren']",4.6
"['woman', 'sewing', 'machine']","['mujer', 'empanando', 'carne']",0.6
"['dog', 'looking', 'swimming', 'pool']","['perro', 'caminando', 'alrededor', 'piscina']",2.0
"['man', 'buttering', 'piece', 'bread']","['hombre', 'poniendo', 'mantequilla', 'pan']",5.0
"['man', 'cutting', 'tomato', 'piece']","['mujer', 'cortando', 'verduras']",1.8
"['three', 'teenage', 'girl', 'danced', 'room']","['adolescentes', 'bailando', 'cámara']",2.4
"['lion', 'walking']","['león', 'paseando', 'corral']",2.4
"['man', 'shooting', 'car']","['hombre', 'cortando', 'patata']",0.4
"['black', 'horse', 'running', 'around']","['caballo', 'corriendo']",4.2
"['woman', 'deveining', 'shrimp']","['hombre', 'bailando', 'bajo', 'lluvia']",0.0
"['man', 'riding', 'horse']","['mujer', 'lavando', 'congelador']",0.0
"['man', 'walk', 'path']","['hombre', 'camina', 'través', 'cuerda', 'floja']",0.8
"['man', 'slicing', 'potato']","['mujer', 'cortando', 'jalepeno']",1.4
"['dog', 'barking', 'ball']","['perro', 'después', 'pelota', 'tenis']",1.5
"['kid', 'run', 'away', 'fish', 'swinging', 'around', 'fishing', 'pole']","['niño', 'pequeño', 'corriendo', 'alrededor', 'caña', 'pescar']",2.5
"['man', 'walking', 'along', 'path', 'wilderness']","['hombre', 'caminando', 'camino']",2.5
"['elderly', 'man', 'speaking', 'podium']","['hombre', 'dando', 'discurso', 'podio']",3.5
"['man', 'riding', 'horse', 'slow', 'motion']","['hombre', 'montando', 'caballo']",3.4
"['person', 'cutting', 'burrata', 'cheese']","['persona', 'cortando', 'queso']",3.8
"['man', 'shooting', 'automatic', 'rifle']","['hombre', 'disparando', 'arma']",3.8
"['man', 'crushing', 'garlic', 'back', 'knife']","['mujer', 'cortando', 'carne', 'cuchillo']",1.5
"['woman', 'filing', 'fingernail', 'emery', 'board']","['mujer', 'alimentando', 'bebé', 'biberón']",0.5
"['man', 'riding', 'skateboard']","['mujer', 'cortando', 'patata']",0.0
"['woman', 'taking', 'shower']","['hombre', 'montando', 'caballo', 'blanco']",0.0
"['man', 'dancing']","['hombre', 'montando', 'caballo']",0.8
"['man', 'rowing', 'boat']","['hombre', 'disparando', 'arma']",0.85
"['man', 'swinging', 'rope', 'attached', 'ceiling']","['hombre', 'columpiando', 'cuerda']",3.4
"['woman', 'riding', 'horse', 'beach']","['hombre', 'lleva', 'hombre', 'espalda']",0.4
"['man', 'hold', 'small', 'animal', 'one', 'hand']","['hombre', 'muestra', 'pequeño', 'mono']",1.75
"['person', 'folding', 'square', 'paper', 'piece']","['hombre', 'doblando', 'papel']",3.25
"['person', 'frying', 'meat', 'pan']","['persona', 'sosteniendo', 'mofeta']",0.75
"['chimpanzee', 'hurting', 'woman']","['hombre', 'conduciendo', 'coche']",0.0
"['woman', 'peeling', 'shrimp']","['hombre', 'sosteniendo', 'lémur']",0.0
"['two', 'zebra', 'playing']","['cebras', 'socializando']",4.25
"['woman', 'slicing', 'butter']","['mujer', 'corta', 'tofu']",1.8
"['men', 'playing', 'guitar']","['tres', 'hombre', 'tocando', 'guitarra', 'cantando', 'junto']",3.2
"['elephant', 'sprayed', 'water']","['elefantes', 'rocían', 'agua']",3.6
"['dog', 'sat', 'counter', 'store']","['perro', 'pie', 'mostrador']",2.6
"['someone', 'drill', 'hole', 'strip', 'wood', 'power', 'drill']","['hombre', 'hace', 'agujero', 'trozo', 'madera']",3.2
"['woman', 'slicing', 'vegetable']","['mujer', 'cortando', 'ajo', 'cubitos']",2.8
"['badger', 'burrowing', 'hole']","['tejón', 'cavando', 'tierra']",4.6
"['woman', 'water', 'skiing', 'lake']","['hombre', 'tocando', 'flauta']",0.0
"['girl', 'playing', 'violin']","['bebé', 'riendo', 'riéndose']",0.25
"['helicopter', 'landing', 'helipad']","['helicóptero', 'aterriza']",3.923
"['woman', 'cutting', 'chicken']","['mujer', 'cortando', 'carne']",2.75
"['woman', 'cutting', 'cucumber']","['hombre', 'tocando', 'guitarra']",0.0
"['woman', 'ride', 'elephant', 'front', 'adoring', 'crowd']","['mujer', 'monta', 'elefante']",3.0
"['puppy', 'sliding', 'backwards', 'along', 'floor']","['cachorro', 'empuja', 'mismo', 'hacia', 'atrás']",3.8
"['woman', 'split', 'garlic', 'clove']","['mujer', 'rompiendo', 'cabeza', 'ajo', 'dientes']",4.6
"['dog', 'looking', 'swimming', 'pool']","['perro', 'caminando', 'borde', 'piscina']",2.6
"['woman', 'mix', 'beauty', 'treatment', 'glass']","['mujer', 'mezclando', 'crema', 'vaso', 'cuchara']",3.6
"['man', 'drawing', 'picture']","['persona', 'dibujando']",3.6
"['woman', 'picking', 'tomato']","['mujer', 'vertiendo', 'masa', 'tazón']",1.0
"['man', 'looking', 'computer', 'monitor']","['hombre', 'usando', 'portátil']",2.75
"['boy', 'riding', 'tricycle']","['mujer', 'montando', 'scooter', 'acuático']",1.25
"['two', 'men', 'compete', 'tire', 'rolling', 'race']","['do', 'persona', 'voltearon', 'neumáticos', 'tractor', 'carrera']",2.75
"['person', 'cutting', 'meat']","['persona', 'monta', 'toro', 'mecánico']",0.0
"['man', 'playing', 'violin']","['mujer', 'usando', 'máquina', 'coser']",0.0
"['baby', 'crawled', 'doorway']","['bebé', 'gateando', 'suelo']",2.4
"['man', 'playing', 'keyboard']","['persona', 'tocando', 'piano']",2.2
"['man', 'smelling', 'two', 'pizza']","['mujer', 'alimentando', 'hombre']",0.2
"['monkey', 'pull', 'tail', 'dog']","['mono', 'molestando', 'perro', 'zoológico']",2.8
"['dog', 'lie', 'back', 'wooden', 'floor']","['perro', 'tirado', 'suelo']",4.0
"['woman', 'frying', 'something', 'pan']","['hombre', 'tocando', 'guitarra']",0.0
"['man', 'put', 'seasoning', 'bowl', 'water']","['hombre', 'añadió', 'condimento', 'agua', 'tazón']",5.0
"['elderly', 'woman', 'pouring', 'oil', 'frying', 'pan']","['hombre', 'atado', 'metiendo', 'agua']",0.0
"['woman', 'chopping', 'onion']","['mujer', 'cortando', 'parcialmente', 'mitad', 'cebolla']",3.2
"['woman', 'picked', 'kangaroo']","['mujer', 'lleva', 'canguro']",3.5
"['dog', 'biting']","['perro', 'abre', 'lata', 'comida']",1.75
"['woman', 'deboning', 'fish']","['hombre', 'atrapa', 'pez']",1.25
"['man', 'mowing', 'grass']","['hombre', 'rompiendo', 'hormigón']",0.833
"['cat', 'watching', 'tv']","['hombre', 'cortando', 'permiso']",0.0
"['boy', 'stuck', 'door', 'doghouse']","['niño', 'atrapado', 'casa', 'perro']",3.75
"['people', 'flip', 'swimming', 'pool']","['hombre', 'cayendo', 'piscina']",2.75
"['woman', 'swim', 'underwater']","['mujer', 'nadando']",3.8
